SL,playlistID,TrackName,TrackID,SampleURL,ReleaseYear,Genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,Popularity
396,4kpm50ItxF6iFUATTyQdOR,Pal Pal Har Pal,6TMfIoPi0DdkxRxpARTnUv,https://p.scdn.co/mp3-preview/d6ac35b3a71fadaa0edfbee9e59758b5d7c49026?cid=6f011d3377f54821bb6607c002103317,2006-07-24,"['desi pop', 'filmi', 'modern bollywood']",0.639,0.233,-12.47,0.0345,0.868,0,0.151,0.607,136.772,4,1,273147,57.0
397,4kpm50ItxF6iFUATTyQdOR,Zindagi Se,3leLzzwwZEaJYGO05B01ku,https://p.scdn.co/mp3-preview/f3ba6133c28bdb4c2c059417c3f73522197e66da?cid=6f011d3377f54821bb6607c002103317,2012-08-03,[unknown],0.571,0.787,-7.044,0.118,0.404,0,0.117,0.365,154.057,11,0,290749,50.0
398,4kpm50ItxF6iFUATTyQdOR,Befikra,06wTXKpDMrSp5OfB7MErpx,https://p.scdn.co/mp3-preview/853fa26f372314c4e5c800c0bc75e18186f067a2?cid=6f011d3377f54821bb6607c002103317,2016-06-28,"['desi pop', 'filmi', 'modern bollywood']",0.6,0.979,-3.513,0.243,0.138,0,0.1,0.453,137.06,10,1,351579,55.0
399,4kpm50ItxF6iFUATTyQdOR,Bheegey Hont,2GhIleCFsmI6WU8BDG1UAv,https://p.scdn.co/mp3-preview/cf633229a208d90cb2234ed6784b46ed8828ba49?cid=6f011d3377f54821bb6607c002103317,2004-01-31,"['desi pop', 'filmi', 'modern bollywood']",0.739,0.521,-8.338,0.0337,0.361,1.3e-05,0.114,0.552,124.947,2,1,271987,50.0
400,4kpm50ItxF6iFUATTyQdOR,O Jaana,6nDsd9LoKLPHv4VcpCG5Wg,https://p.scdn.co/mp3-preview/c8027d400767f2445e44ef66123a78b9b3a04f87?cid=6f011d3377f54821bb6607c002103317,2008-12-01,['modern bollywood'],0.708,0.826,-5.942,0.0426,0.0565,0.0104,0.27,0.623,94.022,2,0,269720,43.0
401,4kpm50ItxF6iFUATTyQdOR,Lagan Lagi,2wCYsTuY8Wsw0iBlw06mbg,https://p.scdn.co/mp3-preview/cf2e3ef24ab117f20acdea42edfeb568112a062a?cid=6f011d3377f54821bb6607c002103317,2003-06-28,"['classic bollywood', 'desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.667,0.727,-8.585,0.0502,0.299,6.52e-05,0.253,0.756,98.975,1,1,275520,52.0
402,4kpm50ItxF6iFUATTyQdOR,Afsana,0UIR5fa8YSbW11WUpmPQdd,https://p.scdn.co/mp3-preview/8f4e0aa9af101a100b025b8457f73b59df4540b4?cid=6f011d3377f54821bb6607c002103317,2006-07-19,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.74,0.784,-6.466,0.0436,0.113,0.00437,0.0458,0.871,105.003,11,0,324307,50.0
403,4kpm50ItxF6iFUATTyQdOR,Chaska,4NXCb9SiScRgMqlUnPwdKE,https://p.scdn.co/mp3-preview/6207e0c303b241d9d14f173b0b36de3c71111f85?cid=6f011d3377f54821bb6607c002103317,2010-09-04,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.832,0.822,-10.496,0.0565,0.506,1.6e-06,0.214,0.927,100.004,7,1,314227,42.0
404,4kpm50ItxF6iFUATTyQdOR,Love Dose,1QZRCi2Z1DQQaR6bGAzhtN,https://p.scdn.co/mp3-preview/e2e9d2c1a6501fd97f4558d4f8a949cda1aac6e7?cid=6f011d3377f54821bb6607c002103317,2014-09-26,"['desi pop', 'filmi', 'hindi hip hop', 'modern bollywood']",0.843,0.768,-4.554,0.117,0.256,0,0.614,0.662,139.998,11,0,224444,65.0
405,4kpm50ItxF6iFUATTyQdOR,Desi Kalakaar,7m4CgL81VVIHaaiSxyH922,https://p.scdn.co/mp3-preview/550318d7c066ade68b03bbad3dd06507f1ef74f3?cid=6f011d3377f54821bb6607c002103317,2014-09-26,"['desi pop', 'filmi', 'hindi hip hop', 'modern bollywood']",0.751,0.67,-4.587,0.267,0.0796,0.00018,0.0908,0.766,156.062,0,1,253353,64.0
406,4kpm50ItxF6iFUATTyQdOR,High Heels,7q7eYVerltlW2sYBuga6Mj,https://p.scdn.co/mp3-preview/240e069bcde0f57da08a1d0460f87b90ef580792?cid=6f011d3377f54821bb6607c002103317,2012-08-30,"['bhangra', 'desi pop', 'punjabi hip hop', 'punjabi pop']",0.891,0.913,-4.453,0.149,0.394,0.000173,0.373,0.772,130.045,1,1,297771,59.0
407,4kpm50ItxF6iFUATTyQdOR,Amplifier,0l1i3nJ4aDMk0inxnvzYTz,https://p.scdn.co/mp3-preview/63671d3b1a3e5031fb097f6db13d3b42fade730f?cid=6f011d3377f54821bb6607c002103317,2009-07-27,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'modern bollywood', 'pakistani hip hop']",0.727,0.714,-4.494,0.0872,0.0209,0,0.153,0.618,164.003,2,1,232907,68.0
408,4kpm50ItxF6iFUATTyQdOR,Channa Vey,3At4t5vZ0lDuNWLBPEk6Ck,https://p.scdn.co/mp3-preview/119ac1e43363c61a6960d3b1b75c85bf94ba2495?cid=6f011d3377f54821bb6607c002103317,2004-01-01,"['desi pop', 'filmi', 'modern bollywood']",0.695,0.899,-5.556,0.043,0.00132,0.000107,0.0913,0.7,115.01,8,1,269960,44.0
409,4kpm50ItxF6iFUATTyQdOR,Mujhko Yaad Sataye Teri,2KQaNLCXDauWnNuVr6tOi2,https://p.scdn.co/mp3-preview/3e4a4c79e54a85f3b0272439068f92fd102ab208?cid=6f011d3377f54821bb6607c002103317,2006-05-13,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.914,0.585,-10.459,0.126,0.019,9.65e-05,0.0503,0.53,110.981,6,0,279160,54.0
410,4kpm50ItxF6iFUATTyQdOR,Jeene Ke Hain Chaar Din,4UJih0aZ8YcQm4CIErba45,https://p.scdn.co/mp3-preview/250ec3436fcd6121abab09b62fc76b193ece8618?cid=6f011d3377f54821bb6607c002103317,2004-05-31,"['desi pop', 'filmi', 'modern bollywood']",0.798,0.766,-7.154,0.131,0.224,0,0.0916,0.768,135.008,11,0,321320,49.0
411,4kpm50ItxF6iFUATTyQdOR,Salaam-E-Ishq,3oIWJujQwLjGBG8kZGnJkg,https://p.scdn.co/mp3-preview/8fc019036bb24cc037f1152ecac6e22090869667?cid=6f011d3377f54821bb6607c002103317,2007-07-12,"['desi pop', 'filmi', 'modern bollywood']",0.765,0.796,-7.095,0.0537,0.0362,5.12e-05,0.249,0.76,103.033,8,1,424573,56.0
412,4kpm50ItxF6iFUATTyQdOR,Blue Eyes,7wW9scVNLYFLsmBb1yAUmS,https://p.scdn.co/mp3-preview/b1ba0ff2d49277fbf18031825a5118ccfcad8889?cid=6f011d3377f54821bb6607c002103317,2013-11-08,"['desi pop', 'filmi', 'hindi hip hop', 'modern bollywood']",0.77,0.51,-5.469,0.192,0.137,0.000106,0.0346,0.533,188.067,10,0,220944,65.0
413,4kpm50ItxF6iFUATTyQdOR,"One Bottle Down (From ""One Bottle Down"")",41w436UnIg4ySlfzgJLvVj,https://p.scdn.co/mp3-preview/6d04ef4807faef5c7f63be493d69c9491fdef1d3?cid=6f011d3377f54821bb6607c002103317,2018-03-12,"['desi pop', 'filmi', 'hindi hip hop', 'modern bollywood']",0.655,0.629,-7.231,0.0415,0.00109,0.063,0.0752,0.193,131.966,1,1,196557,42.0
414,4kpm50ItxF6iFUATTyQdOR,Jo Tere Sang,0kYBzFJ5a2Jozi6cI4y9Bp,https://p.scdn.co/mp3-preview/644a76e11b6f0d8f4f3bd0ea62479c395e90cc3d?cid=6f011d3377f54821bb6607c002103317,2012-02-14,"['desi pop', 'filmi', 'modern bollywood']",0.681,0.906,-6.157,0.0737,0.0658,0,0.11,0.406,131.996,11,0,306173,48.0
415,4kpm50ItxF6iFUATTyQdOR,Aadat,6KUlOsfQ6N72BIu1Yl1q9y,https://p.scdn.co/mp3-preview/58fa1e1935fe857c0c57a60b853e715aba48a4ad?cid=6f011d3377f54821bb6607c002103317,2005-12-09,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",0.622,0.746,-6.551,0.0426,0.175,0.000872,0.271,0.336,102.962,0,0,333740,48.0
416,4kpm50ItxF6iFUATTyQdOR,Teri Yaadon Mein,4ZVfIGaZP93t0stmBj4FqA,https://p.scdn.co/mp3-preview/9a780974c5e1d6334860341198ff3f6d7c71d5fa?cid=6f011d3377f54821bb6607c002103317,2006-06-15,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.576,0.735,-5.811,0.0352,0.0233,0.00118,0.188,0.301,105.058,11,0,287213,52.0
417,4kpm50ItxF6iFUATTyQdOR,Bewafa,4FcknXDJ8yW2QYUl0cm6uJ,https://p.scdn.co/mp3-preview/f4a494f79c6d3c860a79a8b3e20364a5cb7b4b76?cid=6f011d3377f54821bb6607c002103317,2009-07-27,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'modern bollywood', 'pakistani hip hop']",0.704,0.563,-4.739,0.0297,0.594,0,0.133,0.0739,94.037,4,0,224853,69.0
418,4kpm50ItxF6iFUATTyQdOR,Dil Dil Nazar,1ZpsPt7Ayxhd35QXHdLGEY,https://p.scdn.co/mp3-preview/441d3bd85a9e2e92d4f0c2ba8a27a1f94fe8a064?cid=6f011d3377f54821bb6607c002103317,2005-05-24,"['desi pop', 'filmi', 'modern bollywood']",0.854,0.858,-8.478,0.0588,0.0188,2.91e-05,0.0623,0.864,135.955,9,1,323053,46.0
419,4kpm50ItxF6iFUATTyQdOR,O Jaana,5LSjdzHi4gJUmwnIyPIxU5,https://p.scdn.co/mp3-preview/031fce6281ec76e3a5c06da38c5bb6a32e729c50?cid=6f011d3377f54821bb6607c002103317,2003-06-28,"['chutney', 'classic bollywood', 'desi pop', 'filmi']",0.625,0.876,-6.977,0.0842,0.207,3.71e-06,0.0402,0.767,92.049,7,1,328947,47.0
420,4kpm50ItxF6iFUATTyQdOR,Oodhni,5sJjo5vHh3icLEntFQlt8w,https://p.scdn.co/mp3-preview/83e7af50238fc0b04445e596ac9eb744b5ac6dc0?cid=6f011d3377f54821bb6607c002103317,2003-06-28,"['chutney', 'classic bollywood', 'desi pop', 'filmi']",0.636,0.962,-6.491,0.137,0.228,0,0.0406,0.448,117.016,6,1,413147,50.0
421,4kpm50ItxF6iFUATTyQdOR,Tere Naam,0mXcEgjLvFcdwCJ6iMFdL4,https://p.scdn.co/mp3-preview/2c1080800dcc010f65b27a7c0abdf18356cb600f?cid=6f011d3377f54821bb6607c002103317,2003-06-28,"['chutney', 'classic bollywood', 'desi pop', 'filmi']",0.489,0.767,-8.309,0.138,0.645,0.000482,0.108,0.556,175.877,4,1,393707,53.0
422,4kpm50ItxF6iFUATTyQdOR,Tumse Milna,3SdBm0UuDoEdx1fAQdPs3l,https://p.scdn.co/mp3-preview/c09d550dd208a09368920b8c6c720378187c1cf2?cid=6f011d3377f54821bb6607c002103317,2003-06-28,"['chutney', 'classic bollywood', 'desi pop', 'filmi']",0.572,0.733,-7.039,0.0462,0.598,6.33e-05,0.0422,0.522,96.985,0,1,281427,53.0
423,4kpm50ItxF6iFUATTyQdOR,Ek Nazar Mein Bhi,0mZojrLOYUFofE20NNjuVR,https://p.scdn.co/mp3-preview/932a41ad77427036077b5f13928d8260e037defa?cid=6f011d3377f54821bb6607c002103317,2006-02-24,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.772,0.554,-9.647,0.0425,0.0673,0.000269,0.115,0.669,103.001,1,1,277947,46.0
424,4kpm50ItxF6iFUATTyQdOR,Rehnaa Hai Tere Dil Mein,4fyco7GDsNWH0rH4UdxSP3,https://p.scdn.co/mp3-preview/104333bd909a4f76eb1fcda8285b4844efbc8594?cid=6f011d3377f54821bb6607c002103317,2001-10-19,"['desi pop', 'filmi', 'modern bollywood']",0.789,0.583,-10.975,0.0536,0.285,0,0.062,0.885,100.02,9,0,307373,48.0
425,4kpm50ItxF6iFUATTyQdOR,Jhak Maar Ke,7pTYN6Gxy3MOibdXmkzc5V,https://p.scdn.co/mp3-preview/f7c2599d7e9b4d54592ee778a42cf2d356f7a61c?cid=6f011d3377f54821bb6607c002103317,2011-10-21,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.8,0.904,-5.101,0.0628,0.238,3.34e-06,0.107,0.714,95.04,3,1,233303,63.0
426,4kpm50ItxF6iFUATTyQdOR,Do U Know,0VCf70ilRV5xjjf5V7H0SF,https://p.scdn.co/mp3-preview/089cb2f38aff75aa9832229ca32a31544cd55b5a?cid=6f011d3377f54821bb6607c002103317,2012-03-02,"['desi pop', 'filmi', 'modern bollywood']",0.778,0.775,-3.446,0.0443,0.313,8.34e-06,0.488,0.766,108.933,0,1,321998,43.0
427,4kpm50ItxF6iFUATTyQdOR,Tha Kar Ke,5fwxHG57mYPY2f1NZ4qvCh,https://p.scdn.co/mp3-preview/9ef2301359da80ca4e9f4d823c268571035f1a6d?cid=6f011d3377f54821bb6607c002103317,2008-09-24,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.805,0.934,-5.843,0.0548,0.0745,0.0589,0.081,0.817,103.991,4,0,267400,42.0
428,4kpm50ItxF6iFUATTyQdOR,Chup Chup Ke,5Sif2EoFy6jvZ31s0wsB6Y,https://p.scdn.co/mp3-preview/b1c560c60246025b3e914e4d5b0a6c1526f24ee0?cid=6f011d3377f54821bb6607c002103317,2012-10-09,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.691,0.738,-5.922,0.0865,0.711,0,0.397,0.871,90.033,9,1,229652,54.0
429,4kpm50ItxF6iFUATTyQdOR,Dil Ye Bekarar Kyun Hai,074jI4LCbzZxhm223m6ori,https://p.scdn.co/mp3-preview/721162ce1d109869ee6abc1c31c374e2fcc1726f?cid=6f011d3377f54821bb6607c002103317,2011-11-29,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.675,0.533,-5.62,0.0349,0.293,0,0.113,0.91,134.976,0,1,276178,48.0
430,4kpm50ItxF6iFUATTyQdOR,Such Keh Raha Hai,0ypgFw67lNEpoKFUxUV0tG,https://p.scdn.co/mp3-preview/600fc98d23ac57afe6aacaef928b772a0c890ed8?cid=6f011d3377f54821bb6607c002103317,2001-10-19,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.797,0.306,-14.176,0.0487,0.337,0,0.169,0.519,124.003,11,0,328880,60.0
431,4kpm50ItxF6iFUATTyQdOR,Abhi Abhi,1tKhy83q8OsdcpZaX9N4Z2,https://p.scdn.co/mp3-preview/bdc50eb3db36b8d7855b91ff65cc07c30f5978ff?cid=6f011d3377f54821bb6607c002103317,2012-07-06,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.566,0.634,-5.551,0.0443,0.145,0.000716,0.0814,0.36,143.89,2,1,342669,54.0
432,4kpm50ItxF6iFUATTyQdOR,Sawaar Loon,29YePgOxuPLfU7uZKxKf6w,https://p.scdn.co/mp3-preview/6086a494fdfc12270316889d5945b424475eb62e?cid=6f011d3377f54821bb6607c002103317,2013-05-29,"['filmi', 'modern bollywood']",0.82,0.645,-6.873,0.0433,0.497,6.89e-05,0.118,0.789,111.935,5,1,254700,58.0
433,4kpm50ItxF6iFUATTyQdOR,Saans,3X5Jbz7VhZfbPqIRmYIj8c,https://p.scdn.co/mp3-preview/1b45566efa8ec8015a347960ba73fff691bab98d?cid=6f011d3377f54821bb6607c002103317,2012-10-09,"['desi pop', 'filmi', 'modern bollywood']",0.543,0.665,-8.295,0.0623,0.505,6.41e-06,0.144,0.495,81.97,9,1,326113,55.0
434,4kpm50ItxF6iFUATTyQdOR,Chunnari Chunnari,18AId3X5GULxDCCjyRTCIQ,https://p.scdn.co/mp3-preview/a9fd046167e6a273b0135d95dcb9b3c331e3dea6?cid=6f011d3377f54821bb6607c002103317,1999-05-28,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",0.756,0.716,-9.176,0.0678,0.208,1.89e-05,0.0599,0.757,119.935,6,1,335000,55.0
435,4kpm50ItxF6iFUATTyQdOR,Hum To Deewane Huye,2BoqN74f4uvI4WGi3AJrOP,https://p.scdn.co/mp3-preview/292e503102283480c9a2726eb1c21fa5b719adc0?cid=6f011d3377f54821bb6607c002103317,1999-07-01,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",0.511,0.543,-11.172,0.0761,0.199,0,0.086,0.792,85.821,4,1,421820,45.0
436,4kpm50ItxF6iFUATTyQdOR,Tu Mere Agal Bagal Hai,1zFYN6cwncUvHMrdFilfNd,https://p.scdn.co/mp3-preview/d0f5c1f2ec6c902d8f9728b3e2e2b93c1a786232?cid=6f011d3377f54821bb6607c002103317,2013-09-20,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.576,0.854,-4.406,0.262,0.604,0,0.165,0.73,184.447,9,1,265530,43.0
437,4kpm50ItxF6iFUATTyQdOR,Lae Dooba,4cNbz1UdBCrnGOg0NNP1iF,https://p.scdn.co/mp3-preview/2fff2de4e6c074d8767a94b9609ae4addfe593d2?cid=6f011d3377f54821bb6607c002103317,2018-02-28,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",0.569,0.297,-8.639,0.0292,0.879,0,0.0938,0.466,89.96,6,1,229878,65.0
438,4kpm50ItxF6iFUATTyQdOR,Moh Moh Ke Dhaage (Female),7uubRr0u9Zxc1Y84hEn7Xf,https://p.scdn.co/mp3-preview/937839c1fe8bff22eb8dbe32fdc2a8242e205fea?cid=6f011d3377f54821bb6607c002103317,2015-02-09,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",0.585,0.399,-8.133,0.0286,0.849,3.47e-06,0.123,0.349,128.03,2,1,322900,60.0
439,4kpm50ItxF6iFUATTyQdOR,Bol Na Halke Halke,0u8wprNfOdcWpUlWnfMcpP,https://p.scdn.co/mp3-preview/f2c8695c5d6ccb61a27a3a9e4f8ba955706e9841?cid=6f011d3377f54821bb6607c002103317,2007-05-15,"['desi pop', 'filmi', 'modern bollywood']",0.637,0.573,-6.69,0.0491,0.279,3.46e-06,0.0617,0.704,90.017,11,0,306834,66.0
440,4kpm50ItxF6iFUATTyQdOR,Mere Haath Mein,6oUK2k9OJ0WvmVveyauFB7,https://p.scdn.co/mp3-preview/d4d6993c11f8b46d79936763b07dc3efdc0ee8f5?cid=6f011d3377f54821bb6607c002103317,2006-04-12,"['afghan pop', 'chutney', 'classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",0.554,0.606,-12.312,0.0722,0.578,0.000183,0.11,0.584,93.922,1,1,285858,64.0
441,4kpm50ItxF6iFUATTyQdOR,Chand Sifarish,5EYZZvmNAH5VZCwuzYJqoA,https://p.scdn.co/mp3-preview/87d4f8d6c12fd0689da9be2fb9775fb8867888bc?cid=6f011d3377f54821bb6607c002103317,2006-04-12,"['afghan pop', 'chutney', 'classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",0.829,0.665,-8.128,0.0868,0.242,1.75e-05,0.123,0.861,122.043,2,1,275931,69.0
442,4kpm50ItxF6iFUATTyQdOR,Tumse Milke Dil Ka,1ax8ZuwRVkSdzzsIqyCNWQ,https://p.scdn.co/mp3-preview/7b45a633e1a22c30afb06af22a2fd58ed17bf92d?cid=6f011d3377f54821bb6607c002103317,2004-02-27,"['desi pop', 'filmi', 'modern bollywood']",0.853,0.745,-8.636,0.109,0.0642,1.87e-06,0.0274,0.882,107.985,9,0,359253,63.0
443,4kpm50ItxF6iFUATTyQdOR,Tujh Mein Rab Dikhta Hai,2LcXJP95e4HKydTZ2mYfrx,https://p.scdn.co/mp3-preview/b64825cfa14d31f7e3f36a0f90fc6640c530dc07?cid=6f011d3377f54821bb6607c002103317,2008-11-06,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",0.56,0.604,-8.732,0.0866,0.315,1.12e-06,0.176,0.75,84.784,8,1,281574,70.0
444,4kpm50ItxF6iFUATTyQdOR,Teri Meri,1HT0RzPuChHC1kWbIplHyw,https://p.scdn.co/mp3-preview/62bbd4790ffe5034266da0e2b9939206eccf4460?cid=6f011d3377f54821bb6607c002103317,2011-07-27,"['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi']",0.401,0.517,-6.618,0.0481,0.0661,0,0.202,0.471,128.451,2,0,325312,61.0
445,4kpm50ItxF6iFUATTyQdOR,Ishq Hua,5DyYcwMw0f6z3FefXNLOHv,https://p.scdn.co/mp3-preview/d282a67d30d667ce50dfa87e9be7fd7d7043e240?cid=6f011d3377f54821bb6607c002103317,2007-10-18,"['desi hip hop', 'desi pop', 'filmi', 'indian folk', 'modern bollywood']",0.405,0.745,-7.914,0.108,0.657,0.00552,0.117,0.751,87.452,2,0,263027,56.0
446,4kpm50ItxF6iFUATTyQdOR,Tu Hi Tu,2f5sTEhwX8qwCPgGPBavdx,https://p.scdn.co/mp3-preview/d02467fdba32ba58dfb22ef88e53602bfad3bf03?cid=6f011d3377f54821bb6607c002103317,2014-07-07,"['desi pop', 'filmi', 'modern bollywood']",0.319,0.54,-6.464,0.0372,0.758,3e-06,0.16,0.279,80.469,9,1,329064,49.0
447,4kpm50ItxF6iFUATTyQdOR,O Khuda,5bdX7jiXtSbHX35pgxJo8p,https://p.scdn.co/mp3-preview/0f9e691664bcfd1e25bb59852f35b773e7f39a31?cid=6f011d3377f54821bb6607c002103317,2015-08-14,"['desi pop', 'filmi', 'modern bollywood']",0.358,0.479,-5.879,0.0286,0.511,9.72e-06,0.435,0.333,121.467,4,0,307451,63.0
448,4kpm50ItxF6iFUATTyQdOR,Jitni Dafa,5ajfRrXpInejkZUxZOX6Rm,https://p.scdn.co/mp3-preview/788b74a7d29d5155f44f065e0712dd2f96950e41?cid=6f011d3377f54821bb6607c002103317,2018-07-31,"['desi pop', 'filmi', 'modern bollywood']",0.643,0.513,-7.355,0.0253,0.832,0.000852,0.143,0.25,95.976,10,0,222302,60.0
449,4kpm50ItxF6iFUATTyQdOR,Dil Maang Raha Hai,7h24KIgBhiyzbYnxsGzevk,https://p.scdn.co/mp3-preview/2bc579ec94a09efd25b9dd3655cfb1b7ca1d02d5?cid=6f011d3377f54821bb6607c002103317,2019-09-25,"['desi pop', 'filmi', 'modern bollywood']",0.636,0.726,-8.205,0.0456,0.341,0.00727,0.105,0.542,162.035,10,0,193333,54.0
450,4kpm50ItxF6iFUATTyQdOR,Mat Aazma Re,0mh4VutnDyBn1sqcp05MZD,https://p.scdn.co/mp3-preview/59deb47118531649e3a7f373143a00166b7eb67c?cid=6f011d3377f54821bb6607c002103317,2013-02-01,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.467,0.859,-2.946,0.0409,0.661,0,0.0522,0.673,89.842,0,0,251480,55.0
451,4kpm50ItxF6iFUATTyQdOR,"Uska Hi Banana (From ""1920 Evil Returns"")",3h6Xvd0lISog6GxTk4X6MK,https://p.scdn.co/mp3-preview/6e2c880c30c34b58f771461bbab8d998e0bfab2a?cid=6f011d3377f54821bb6607c002103317,2019-04-24,"['desi pop', 'filmi', 'modern bollywood']",0.563,0.689,-4.294,0.0262,0.294,0,0.288,0.321,101.94,0,0,327030,54.0
452,4kpm50ItxF6iFUATTyQdOR,Aasan Nahin Yahan,06zJUeKU5KFy50Cho6pDcr,https://p.scdn.co/mp3-preview/3e2455c3f2f39e7e1af28a90916227be89e178dd?cid=6f011d3377f54821bb6607c002103317,2013-04-06,"['desi pop', 'filmi', 'modern bollywood']",0.549,0.437,-7.169,0.0263,0.766,0.000407,0.133,0.236,93.976,10,0,214470,59.0
453,4kpm50ItxF6iFUATTyQdOR,"Piya Aaye Na (From ""Aashiqui 2"")",18gi2IxbZ3Ugom7wTRkohf,https://p.scdn.co/mp3-preview/65fe7f0c1f37c9c3e6de6b554db2be49bc3b7738?cid=6f011d3377f54821bb6607c002103317,2019-08-16,"['desi pop', 'filmi', 'modern bollywood']",0.5,0.588,-7.66,0.0362,0.641,4.52e-05,0.327,0.35,81.973,4,0,286120,45.0
454,4kpm50ItxF6iFUATTyQdOR,Bhula Dena,0WNCYgCd33LnBnw22WFuq8,https://p.scdn.co/mp3-preview/7ca3ddb3df8cdae590ede0233eb1006d9b84bf5e?cid=6f011d3377f54821bb6607c002103317,2013-04-06,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood', 'pakistani pop']",0.515,0.508,-6.66,0.0297,0.633,0,0.203,0.235,131.731,4,0,240723,62.0
455,4kpm50ItxF6iFUATTyQdOR,Sunn Raha Hai,5PvwPy5eRO8BPwpRzCHK3D,https://p.scdn.co/mp3-preview/9861aac66c411d8cf143f611c8bc33cceb724d16?cid=6f011d3377f54821bb6607c002103317,2013-04-06,"['desi pop', 'filmi', 'modern bollywood']",0.394,0.641,-6.493,0.0312,0.276,0,0.0958,0.335,81.932,0,0,390223,66.0
456,4kpm50ItxF6iFUATTyQdOR,Agar Tum Saath Ho,3hkC9EHFZNQPXrtl8WPHnX,https://p.scdn.co/mp3-preview/017b836fa0c7983b7d5749a2c0802a33843244a7?cid=6f011d3377f54821bb6607c002103317,2015-10-16,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",0.562,0.519,-8.744,0.0326,0.557,0.000268,0.172,0.415,122.925,3,1,341055,73.0
457,4kpm50ItxF6iFUATTyQdOR,Agar Tu Hota,7KYItmZqiTnvfuO42oc6Og,https://p.scdn.co/mp3-preview/ab63d816f1468cb7b6532c144f6a8301047872d9?cid=6f011d3377f54821bb6607c002103317,2016-04-09,"['desi pop', 'filmi', 'modern bollywood']",0.379,0.63,-5.472,0.0293,0.765,0,0.112,0.243,143.87,11,1,328742,51.0
458,4kpm50ItxF6iFUATTyQdOR,Yadaan Teriyaan (Version 1),5OzeEBMJMJ8Lk0PBJE0SwP,https://p.scdn.co/mp3-preview/46c200755ccd6023e1e2a014a69762f475ce21ab?cid=6f011d3377f54821bb6607c002103317,2015-08-14,"['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi']",0.367,0.695,-5.771,0.0412,0.17,0,0.195,0.339,132.7,5,1,304565,47.0
459,4kpm50ItxF6iFUATTyQdOR,Tu Banja Gali Benaras Ki,4HmU17e8zoJkDqhNTzVwoV,https://p.scdn.co/mp3-preview/4ff6d2133274874f2b5819f3f4dd4a3f6c6637a4?cid=6f011d3377f54821bb6607c002103317,2017-10-24,['odia pop'],0.606,0.781,-5.517,0.0491,0.295,0,0.078,0.665,81.015,7,1,248973,47.0
460,4kpm50ItxF6iFUATTyQdOR,Kaabil Hoon,0Bph99neebTJZ6rsIhd0sN,https://p.scdn.co/mp3-preview/163281f0e4722b3d12c7aaf3210514adc8fec76a?cid=6f011d3377f54821bb6607c002103317,2016-12-22,"['desi pop', 'filmi', 'modern bollywood']",0.662,0.873,-3.927,0.0489,0.043,1.71e-06,0.338,0.532,89.972,11,1,314063,54.0
461,4kpm50ItxF6iFUATTyQdOR,Paniyon Sa,2si0ZNx4yRbggTvrIom8A2,https://p.scdn.co/mp3-preview/9f15d65385ff5baf30b2a8db5cbb9283c3dd6eb1?cid=6f011d3377f54821bb6607c002103317,2018-07-12,"['desi pop', 'modern bollywood']",0.523,0.768,-4.953,0.0566,0.447,0.000226,0.0833,0.669,75.03,0,0,236240,64.0
